Instelling;fgrfunctie;fte_count;year;quarter;salaryscale
Binnenlandse Zaken en Koninkrijksrelaties;Co�rdinerend Beleidsmedewerker;86.7;2013;1;13
Binnenlandse Zaken en Koninkrijksrelaties;Co�rdinerend Beleidsmedewerker;41.588;2013;1;14
Binnenlandse Zaken en Koninkrijksrelaties;Co�rdinerend Beleidsmedewerker;4.167;2013;1;15
Binnenlandse Zaken en Koninkrijksrelaties;Deelprojectleider;2;2013;1;9
Binnenlandse Zaken en Koninkrijksrelaties;Deelprojectleider;7.323;2013;1;10
Binnenlandse Zaken en Koninkrijksrelaties;Deelprojectleider;3.589;2013;1;11
Binnenlandse Zaken en Koninkrijksrelaties;Expert Informatievoorziening;0;2013;1;11
Binnenlandse Zaken en Koninkrijksrelaties;Expert Informatievoorziening;0;2013;1;12
Binnenlandse Zaken en Koninkrijksrelaties;Expert Informatievoorziening;0;2013;1;13
Binnenlandse Zaken en Koninkrijksrelaties;Forensisch Therapeutisch Werke;0;2013;1;7
Binnenlandse Zaken en Koninkrijksrelaties;Forensisch Therapeutisch Werke;0;2013;1;8
Binnenlandse Zaken en Koninkrijksrelaties;Managementondersteuner;7.501;2013;1;5
Binnenlandse Zaken en Koninkrijksrelaties;Managementondersteuner;63.778;2013;1;6
Binnenlandse Zaken en Koninkrijksrelaties;Managementondersteuner;50.718;2013;1;7
Binnenlandse Zaken en Koninkrijksrelaties;Managementondersteuner;23.66;2013;1;8
Binnenlandse Zaken en Koninkrijksrelaties;Managementondersteuner;5.861;2013;1;9
Binnenlandse Zaken en Koninkrijksrelaties;Managementondersteuner;4;2013;1;10
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Administratie;6.793;2013;1;4
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Administratie;13.925;2013;1;5
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Administratie;33.697;2013;1;6
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Administratie;143.154;2013;1;7
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Administratie;197.404;2013;1;8
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Advisering;1.584;2013;1;8
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Advisering;3.55;2013;1;9
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Advisering;80.362;2013;1;10
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Advisering;31.653;2013;1;11
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Beveiliging;0;2013;1;3
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Beveiliging;19;2013;1;4
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Beveiliging;48.056;2013;1;5
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Beveiliging;0;2013;1;6
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Communicatie;0;2013;1;7
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Communicatie;2.667;2013;1;8
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Vervoer;0;2013;1;3
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Vervoer;58.616;2013;1;4
Binnenlandse Zaken en Koninkrijksrelaties;Medewerker Vervoer;0;2013;1;5
Binnenlandse Zaken en Koninkrijksrelaties;Middenmanager;21.86;2013;1;12
Binnenlandse Zaken en Koninkrijksrelaties;Middenmanager;52.132;2013;1;13
Binnenlandse Zaken en Koninkrijksrelaties;Middenmanager;73.162;2013;1;14
Binnenlandse Zaken en Koninkrijksrelaties;Middenmanager;77.787;2013;1;15
Binnenlandse Zaken en Koninkrijksrelaties;Middenmanager;1;2013;1;16
Binnenlandse Zaken en Koninkrijksrelaties;Operationeel Manager;23.112;2013;1;7
Binnenlandse Zaken en Koninkrijksrelaties;Operationeel Manager;3.222;2013;1;8
Binnenlandse Zaken en Koninkrijksrelaties;Operationeel Manager;1;2013;1;9
Binnenlandse Zaken en Koninkrijksrelaties;Operationeel Manager;53.699;2013;1;10
Binnenlandse Zaken en Koninkrijksrelaties;Operationeel Manager;11.556;2013;1;11
Binnenlandse Zaken en Koninkrijksrelaties;Operationeel Manager;20.167;2013;1;12
Binnenlandse Zaken en Koninkrijksrelaties;Operationeel Manager;0;2013;1;13
Binnenlandse Zaken en Koninkrijksrelaties;Project-/Programmadirecteur;1.9;2013;1;15
Binnenlandse Zaken en Koninkrijksrelaties;Project-/Programmadirecteur;10.067;2013;1;16
Binnenlandse Zaken en Koninkrijksrelaties;Project-/Programmadirecteur;1.111;2013;1;17
Binnenlandse Zaken en Koninkrijksrelaties;Project-/Programmamanager;0;2013;1;12
Binnenlandse Zaken en Koninkrijksrelaties;Project-/Programmamanager;42.372;2013;1;13
Binnenlandse Zaken en Koninkrijksrelaties;Project-/Programmamanager;56.733;2013;1;14
Binnenlandse Zaken en Koninkrijksrelaties;Project-/Programmamanager;32.923;2013;1;15
Binnenlandse Zaken en Koninkrijksrelaties;Projectleider;0;2013;1;9
Binnenlandse Zaken en Koninkrijksrelaties;Projectleider;0;2013;1;10
Binnenlandse Zaken en Koninkrijksrelaties;Projectleider;36.874;2013;1;11
Binnenlandse Zaken en Koninkrijksrelaties;Projectleider;46.991;2013;1;12
Binnenlandse Zaken en Koninkrijksrelaties;Projectleider;35.065;2013;1;13
Binnenlandse Zaken en Koninkrijksrelaties;Senior Adviseur Bedrijfsvoerin;80.02;2013;1;11
Binnenlandse Zaken en Koninkrijksrelaties;Senior Adviseur Bedrijfsvoerin;278.53;2013;1;12
Binnenlandse Zaken en Koninkrijksrelaties;Senior Adviseur Bedrijfsvoerin;54.814;2013;1;13
Binnenlandse Zaken en Koninkrijksrelaties;Strategisch Adviseur;3.111;2013;1;15
Binnenlandse Zaken en Koninkrijksrelaties;Strategisch Adviseur;0;2013;1;16
Binnenlandse Zaken en Koninkrijksrelaties;Strategisch Beleidsmedewerker;2;2013;1;15
Binnenlandse Zaken en Koninkrijksrelaties;Topmanager;2.056;2013;1;15
Binnenlandse Zaken en Koninkrijksrelaties;Topmanager;20.168;2013;1;16
Binnenlandse Zaken en Koninkrijksrelaties;Topmanager;31.751;2013;1;17
Binnenlandse Zaken en Koninkrijksrelaties;Topmanager;4.167;2013;1;18
Binnenlandse Zaken en Koninkrijksrelaties;Topmanager;0;2013;1;19
Binnenlandse Zaken en Koninkrijksrelaties;Trainer;0;2013;1;10
Binnenlandse Zaken en Koninkrijksrelaties;Trainer;4.584;2013;1;12
Binnenlandse Zaken en Koninkrijksrelaties;Wetenschappelijk Medewerker;0;2013;1;10
Binnenlandse Zaken en Koninkrijksrelaties;Wetenschappelijk Medewerker;0.944;2013;1;11
Binnenlandse Zaken en Koninkrijksrelaties;Wetenschappelijk Medewerker;0;2013;1;12
Buitenlandse Zaken;(Senior) Adviseur;0;2013;1;11
Buitenlandse Zaken;(Senior) Adviseur;1;2013;1;12
Buitenlandse Zaken;(Senior) Adviseur;0;2013;1;13
Buitenlandse Zaken;(Senior) Beleidsmedewerker;0;2013;1;11
Buitenlandse Zaken;(Senior) Beleidsmedewerker;0;2013;1;12
Buitenlandse Zaken;(Senior) Beleidsmedewerker;1;2013;1;13
Buitenlandse Zaken;Adviseur Bedrijfsvoering;0;2013;1;8
Buitenlandse Zaken;Adviseur Bedrijfsvoering;0;2013;1;9
Buitenlandse Zaken;Adviseur Bedrijfsvoering;0;2013;1;10
Buitenlandse Zaken;Adviseur Bedrijfsvoering;0;2013;1;11
Buitenlandse Zaken;Beleidsondersteuner;0;2013;1;8
Buitenlandse Zaken;Beleidsondersteuner;0;2013;1;9
Buitenlandse Zaken;Beleidsondersteuner;0;2013;1;10
Buitenlandse Zaken;Beleidsondersteuner;0;2013;1;11
Buitenlandse Zaken;Co�rdinerend Beleidsmedewerker;0;2013;1;13
Buitenlandse Zaken;Co�rdinerend Beleidsmedewerker;0;2013;1;14
Buitenlandse Zaken;Co�rdinerend Beleidsmedewerker;0;2013;1;15
Buitenlandse Zaken;Deelprojectleider;0;2013;1;9
Buitenlandse Zaken;Deelprojectleider;0;2013;1;10
Buitenlandse Zaken;Deelprojectleider;0;2013;1;11
Buitenlandse Zaken;Expert Informatievoorziening;0;2013;1;12
Buitenlandse Zaken;Expert Informatievoorziening;0;2013;1;13
Buitenlandse Zaken;Managementondersteuner;0;2013;1;6
Buitenlandse Zaken;Managementondersteuner;1.056;2013;1;7
Buitenlandse Zaken;Managementondersteuner;0;2013;1;8
Buitenlandse Zaken;Managementondersteuner;0;2013;1;9
Buitenlandse Zaken;Managementondersteuner;0;2013;1;10
Buitenlandse Zaken;Medewerker Administratie;0;2013;1;6
Buitenlandse Zaken;Medewerker Administratie;0;2013;1;7
Buitenlandse Zaken;Medewerker Administratie;0;2013;1;8
Buitenlandse Zaken;Medewerker Advisering;0;2013;1;9
Buitenlandse Zaken;Medewerker Advisering;0;2013;1;10
Buitenlandse Zaken;Medewerker Advisering;0;2013;1;11
Buitenlandse Zaken;Medewerker Communicatie;0;2013;1;8
Buitenlandse Zaken;Medewerker Vervoer;0;2013;1;4
Buitenlandse Zaken;Middenmanager;0;2013;1;12
Buitenlandse Zaken;Middenmanager;0;2013;1;13
Buitenlandse Zaken;Middenmanager;0;2013;1;14
Buitenlandse Zaken;Middenmanager;0;2013;1;15
Buitenlandse Zaken;Middenmanager;0;2013;1;16
Buitenlandse Zaken;Onderzoeksmedewerker;0;2013;1;9
Buitenlandse Zaken;Operationeel Manager;0;2013;1;8
Buitenlandse Zaken;Operationeel Manager;0;2013;1;9
Buitenlandse Zaken;Operationeel Manager;0;2013;1;10
Buitenlandse Zaken;Operationeel Manager;0;2013;1;11
Buitenlandse Zaken;Operationeel Manager;0;2013;1;12
Buitenlandse Zaken;Operationeel Manager;0;2013;1;13
Buitenlandse Zaken;Project-/Programmadirecteur;0;2013;1;17
Buitenlandse Zaken;Project-/Programmamanager;0;2013;1;13
Buitenlandse Zaken;Project-/Programmamanager;0;2013;1;14
Buitenlandse Zaken;Project-/Programmamanager;0;2013;1;15
Buitenlandse Zaken;Projectleider;0;2013;1;11
Buitenlandse Zaken;Projectleider;0;2013;1;12
Buitenlandse Zaken;Projectleider;0;2013;1;13
Buitenlandse Zaken;Senior Adviseur Bedrijfsvoerin;0;2013;1;11
Buitenlandse Zaken;Senior Adviseur Bedrijfsvoerin;1;2013;1;12
Buitenlandse Zaken;Senior Adviseur Bedrijfsvoerin;0;2013;1;13
Buitenlandse Zaken;Strategisch Adviseur;0;2013;1;15
Buitenlandse Zaken;Strategisch Adviseur;1;2013;1;16
Buitenlandse Zaken;Strategisch Beleidsmedewerker;0;2013;1;15
Buitenlandse Zaken;Strategisch Beleidsmedewerker;0;2013;1;16
Buitenlandse Zaken;Topmanager;0;2013;1;15
Buitenlandse Zaken;Topmanager;0;2013;1;16
Buitenlandse Zaken;Topmanager;0;2013;1;17
Buitenlandse Zaken;Topmanager;0;2013;1;18
Buitenlandse Zaken;Trainer;0;2013;1;10
Buitenlandse Zaken;Trainer;0;2013;1;12
Buitenlandse Zaken;Wetenschappelijk Medewerker;0;2013;1;11
Buitenlandse Zaken;Wetenschappelijk Medewerker;0;2013;1;12
Buitenlandse Zaken;Wetenschappelijk Medewerker;0;2013;1;13
Economische Zaken;(Senior) Adviseur;165.168;2013;1;11
Economische Zaken;(Senior) Adviseur;151.007;2013;1;12
Economische Zaken;(Senior) Adviseur;53.598;2013;1;13
Economische Zaken;(Senior) Beleidsmedewerker;262.688;2013;1;11
Economische Zaken;(Senior) Beleidsmedewerker;399.683;2013;1;12
Economische Zaken;(Senior) Beleidsmedewerker;161.913;2013;1;13
Economische Zaken;Adviseur Bedrijfsvoering;50.421;2013;1;8
Economische Zaken;Adviseur Bedrijfsvoering;209.464;2013;1;9
Economische Zaken;Adviseur Bedrijfsvoering;304.868;2013;1;10
Economische Zaken;Adviseur Bedrijfsvoering;175.519;2013;1;11
Economische Zaken;Beleidsondersteuner;8.822;2013;1;8
Economische Zaken;Beleidsondersteuner;27.849;2013;1;9
Economische Zaken;Beleidsondersteuner;16.751;2013;1;10
Economische Zaken;Beleidsondersteuner;3;2013;1;11
Economische Zaken;Commissiesecretaris;0.875;2013;1;8
Economische Zaken;Commissiesecretaris;0.889;2013;1;9
Economische Zaken;Commissiesecretaris;0;2013;1;12
Economische Zaken;Commissiesecretaris;0;2013;1;13
Economische Zaken;Co�rdinerend Beleidsmedewerker;129.502;2013;1;13
Economische Zaken;Co�rdinerend Beleidsmedewerker;84.014;2013;1;14
Economische Zaken;Co�rdinerend Beleidsmedewerker;6.7;2013;1;15
Economische Zaken;Deelprojectleider;1.667;2013;1;9
Economische Zaken;Deelprojectleider;1.889;2013;1;10
Economische Zaken;Deelprojectleider;0;2013;1;11
Economische Zaken;Inspecteur/Medewerker Toezicht;104.192;2013;1;8
Economische Zaken;Inspecteur/Medewerker Toezicht;587.228;2013;1;9
Economische Zaken;Inspecteur/Medewerker Toezicht;219.568;2013;1;10
Economische Zaken;Inspecteur/Medewerker Toezicht;18.059;2013;1;11
Economische Zaken;Managementondersteuner;38.615;2013;1;5
Economische Zaken;Managementondersteuner;200.677;2013;1;6
Economische Zaken;Managementondersteuner;99.432;2013;1;7
Economische Zaken;Managementondersteuner;20.056;2013;1;8
Economische Zaken;Managementondersteuner;5.481;2013;1;9
Economische Zaken;Managementondersteuner;2.75;2013;1;10
Economische Zaken;Medewerker Administratie;2.056;2013;1;4
Economische Zaken;Medewerker Administratie;3.361;2013;1;5
Economische Zaken;Medewerker Administratie;22.076;2013;1;6
Economische Zaken;Medewerker Administratie;79.868;2013;1;7
Economische Zaken;Medewerker Administratie;57.257;2013;1;8
Economische Zaken;Medewerker Advisering;3.361;2013;1;8
Economische Zaken;Medewerker Advisering;28.611;2013;1;9
Economische Zaken;Medewerker Advisering;106.3;2013;1;10
Economische Zaken;Medewerker Advisering;15.889;2013;1;11
Economische Zaken;Medewerker Communicatie;0;2013;1;6
Economische Zaken;Medewerker Communicatie;1.842;2013;1;7
Economische Zaken;Medewerker Communicatie;2;2013;1;8
Economische Zaken;Medewerker Vervoer;23;2013;1;4
Economische Zaken;Medewerker Vervoer;0;2013;1;5
Economische Zaken;Middenmanager;39.778;2013;1;12
Economische Zaken;Middenmanager;127.862;2013;1;13
Economische Zaken;Middenmanager;126.507;2013;1;14
Economische Zaken;Middenmanager;126.171;2013;1;15
Economische Zaken;Middenmanager;8.278;2013;1;16
Economische Zaken;Onderzoeksmedewerker;37.976;2013;1;8
Economische Zaken;Onderzoeksmedewerker;30.776;2013;1;10
Economische Zaken;Onderzoeksmedewerker;8.853;2013;1;11
Economische Zaken;Onderzoeksondersteuner;14.834;2013;1;4
Economische Zaken;Onderzoeksondersteuner;0;2013;1;5
Economische Zaken;Onderzoeksondersteuner;78.373;2013;1;6
Economische Zaken;Onderzoeksondersteuner;1;2013;1;7
Economische Zaken;Onderzoeksondersteuner;25.315;2013;1;8
Economische Zaken;Operationeel Manager;2.889;2013;1;8
Economische Zaken;Operationeel Manager;2;2013;1;10
Economische Zaken;Operationeel Manager;13.056;2013;1;11
Economische Zaken;Operationeel Manager;119.891;2013;1;12
Economische Zaken;Operationeel Manager;0;2013;1;13
Economische Zaken;Project-/Programmadirecteur;1;2013;1;15
Economische Zaken;Project-/Programmadirecteur;2;2013;1;16
Economische Zaken;Project-/Programmadirecteur;2.056;2013;1;17
Economische Zaken;Project-/Programmamanager;11.698;2013;1;13
Economische Zaken;Project-/Programmamanager;35.806;2013;1;14
Economische Zaken;Project-/Programmamanager;5.5;2013;1;15
Economische Zaken;Projectleider;73.004;2013;1;11
Economische Zaken;Projectleider;66.801;2013;1;12
Economische Zaken;Projectleider;15.495;2013;1;13
Economische Zaken;Senior Adviseur Bedrijfsvoerin;142.755;2013;1;11
Economische Zaken;Senior Adviseur Bedrijfsvoerin;221.304;2013;1;12
Economische Zaken;Senior Adviseur Bedrijfsvoerin;67.266;2013;1;13
Economische Zaken;Senior Inspecteur;348.653;2013;1;11
Economische Zaken;Senior Inspecteur;222.396;2013;1;12
Economische Zaken;Senior Inspecteur;49.767;2013;1;13
Economische Zaken;Strategisch Adviseur;5;2013;1;15
Economische Zaken;Strategisch Adviseur;4.784;2013;1;16
Economische Zaken;Strategisch Beleidsmedewerker;5;2013;1;15
Economische Zaken;Strategisch Beleidsmedewerker;2;2013;1;16
Economische Zaken;Strategisch Inspecteur;3;2013;1;16
Economische Zaken;Topmanager;6.111;2013;1;15
Economische Zaken;Topmanager;41.929;2013;1;16
Economische Zaken;Topmanager;38.919;2013;1;17
Economische Zaken;Topmanager;8.282;2013;1;18
Economische Zaken;Topmanager;0;2013;1;19
Economische Zaken;Topwetenschappelijk Medewerker;0.154;2013;1;17
Economische Zaken;Wetenschappelijk Medewerker;4.778;2013;1;10
Economische Zaken;Wetenschappelijk Medewerker;11.983;2013;1;11
Economische Zaken;Wetenschappelijk Medewerker;47.268;2013;1;12
Economische Zaken;Wetenschappelijk Medewerker;16.587;2013;1;13
Financien;(Senior) Adviseur;31.901;2013;1;11
Financien;(Senior) Adviseur;80.867;2013;1;12
Financien;(Senior) Adviseur;37.223;2013;1;13
Financien;(Senior) Beleidsmedewerker;27.111;2013;1;11
Financien;(Senior) Beleidsmedewerker;89.357;2013;1;12
Financien;(Senior) Beleidsmedewerker;0;2013;1;13
Financien;Adviseur Bedrijfsvoering;4.499;2013;1;8
Financien;Adviseur Bedrijfsvoering;54.902;2013;1;9
Financien;Adviseur Bedrijfsvoering;144.091;2013;1;10
Financien;Adviseur Bedrijfsvoering;50.36;2013;1;11
Financien;Beleidsondersteuner;0;2013;1;8
Financien;Beleidsondersteuner;1;2013;1;9
Financien;Beleidsondersteuner;0;2013;1;10
Financien;Co�rdinerend Beleidsmedewerker;46.72;2013;1;13
Financien;Co�rdinerend Beleidsmedewerker;89.705;2013;1;14
Financien;Co�rdinerend Beleidsmedewerker;4.167;2013;1;15
Financien;Deelprojectleider;0;2013;1;9
Financien;Deelprojectleider;2.778;2013;1;10
Financien;Deelprojectleider;0;2013;1;11
Financien;Expert Informatievoorziening;0;2013;1;11
Financien;Expert Informatievoorziening;0;2013;1;12
Financien;Expert Informatievoorziening;0;2013;1;13
Financien;Inrichtingswerker;0;2013;1;7
Financien;Inspecteur/Medewerker Toezicht;0;2013;1;8
Financien;Inspecteur/Medewerker Toezicht;0;2013;1;9
Financien;Inspecteur/Medewerker Toezicht;0;2013;1;10
Financien;Inspecteur/Medewerker Toezicht;0;2013;1;11
Financien;Managementondersteuner;66.198;2013;1;5
Financien;Managementondersteuner;39.189;2013;1;6
Financien;Managementondersteuner;14.74;2013;1;7
Financien;Managementondersteuner;15.017;2013;1;8
Financien;Managementondersteuner;4;2013;1;9
Financien;Managementondersteuner;1.111;2013;1;10
Financien;Medewerker Administratie;0;2013;1;4
Financien;Medewerker Administratie;17.34;2013;1;5
Financien;Medewerker Administratie;27.334;2013;1;6
Financien;Medewerker Administratie;14.092;2013;1;7
Financien;Medewerker Administratie;12.611;2013;1;8
Financien;Medewerker Advisering;0;2013;1;8
Financien;Medewerker Advisering;3;2013;1;9
Financien;Medewerker Advisering;0;2013;1;10
Financien;Medewerker Advisering;0;2013;1;11
Financien;Medewerker Beveiliging;16;2013;1;4
Financien;Medewerker Communicatie;0;2013;1;6
Financien;Medewerker Communicatie;0;2013;1;7
Financien;Medewerker Communicatie;1;2013;1;8
Financien;Medewerker Vervoer;6;2013;1;3
Financien;Medewerker Vervoer;10;2013;1;4
Financien;Middenmanager;1;2013;1;12
Financien;Middenmanager;4;2013;1;13
Financien;Middenmanager;24.972;2013;1;14
Financien;Middenmanager;39.568;2013;1;15
Financien;Middenmanager;0;2013;1;16
Financien;Onderzoeksmedewerker;0;2013;1;8
Financien;Onderzoeksmedewerker;0;2013;1;9
Financien;Onderzoeksmedewerker;0;2013;1;10
Financien;Onderzoeksmedewerker;0;2013;1;11
Financien;Onderzoeksondersteuner;0;2013;1;6
Financien;Onderzoeksondersteuner;0;2013;1;7
Financien;Operationeel Manager;0;2013;1;8
Financien;Operationeel Manager;1;2013;1;9
Financien;Operationeel Manager;21.567;2013;1;10
Financien;Operationeel Manager;22.889;2013;1;11
Financien;Operationeel Manager;1;2013;1;12
Financien;Operationeel Manager;0;2013;1;13
Financien;Project-/Programmadirecteur;0;2013;1;16
Financien;Project-/Programmadirecteur;0;2013;1;17
Financien;Project-/Programmamanager;0;2013;1;12
Financien;Project-/Programmamanager;1;2013;1;13
Financien;Project-/Programmamanager;3;2013;1;14
Financien;Project-/Programmamanager;2.111;2013;1;15
Financien;Projectleider;0;2013;1;10
Financien;Projectleider;0;2013;1;11
Financien;Projectleider;1;2013;1;12
Financien;Projectleider;1;2013;1;13
Financien;Senior Adviseur Bedrijfsvoerin;91.291;2013;1;11
Financien;Senior Adviseur Bedrijfsvoerin;135.93;2013;1;12
Financien;Senior Adviseur Bedrijfsvoerin;9.147;2013;1;13
Financien;Senior Inspecteur;0;2013;1;11
Financien;Senior Inspecteur;0;2013;1;12
Financien;Senior Inspecteur;0;2013;1;13
Financien;Strategisch Adviseur;1;2013;1;15
Financien;Strategisch Adviseur;7.167;2013;1;16
Financien;Strategisch Beleidsmedewerker;5.111;2013;1;15
Financien;Strategisch Beleidsmedewerker;0;2013;1;16
Financien;Topmanager;2;2013;1;15
Financien;Topmanager;13.054;2013;1;16
Financien;Topmanager;12.222;2013;1;17
Financien;Topmanager;3;2013;1;18
Financien;Trainer;0;2013;1;7
Financien;Trainer;0;2013;1;8
Financien;Trainer;0;2013;1;9
Financien;Trainer;0;2013;1;10
Financien;Wetenschappelijk Medewerker;0;2013;1;10
Financien;Wetenschappelijk Medewerker;0;2013;1;11
Financien;Wetenschappelijk Medewerker;0;2013;1;12
Financien;Wetenschappelijk Medewerker;0;2013;1;13
Hoge Colleges van Staat;(Senior) Adviseur;1;2013;1;11
Hoge Colleges van Staat;(Senior) Adviseur;0;2013;1;12
Hoge Colleges van Staat;(Senior) Adviseur;0;2013;1;13
Hoge Colleges van Staat;(Senior) Beleidsmedewerker;0;2013;1;11
Hoge Colleges van Staat;(Senior) Beleidsmedewerker;0;2013;1;12
Hoge Colleges van Staat;(Senior) Beleidsmedewerker;0;2013;1;13
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;0;2013;1;8
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;1;2013;1;9
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;0;2013;1;10
Hoge Colleges van Staat;Adviseur Bedrijfsvoering;0;2013;1;11
Hoge Colleges van Staat;Co�rdinerend Beleidsmedewerker;0;2013;1;14
Hoge Colleges van Staat;Managementondersteuner;0;2013;1;5
Hoge Colleges van Staat;Managementondersteuner;0;2013;1;6
Hoge Colleges van Staat;Managementondersteuner;0;2013;1;7
Hoge Colleges van Staat;Managementondersteuner;0;2013;1;8
Hoge Colleges van Staat;Managementondersteuner;0;2013;1;10
Hoge Colleges van Staat;Medewerker Administratie;0;2013;1;5
Hoge Colleges van Staat;Medewerker Administratie;0;2013;1;6
Hoge Colleges van Staat;Medewerker Administratie;0;2013;1;7
Hoge Colleges van Staat;Medewerker Administratie;0;2013;1;8
Hoge Colleges van Staat;Medewerker Advisering;0;2013;1;8
Hoge Colleges van Staat;Medewerker Advisering;0;2013;1;9
Hoge Colleges van Staat;Medewerker Advisering;0;2013;1;10
Hoge Colleges van Staat;Medewerker Advisering;0;2013;1;11
Hoge Colleges van Staat;Medewerker Communicatie;0;2013;1;7
Hoge Colleges van Staat;Middenmanager;0;2013;1;13
Hoge Colleges van Staat;Middenmanager;0;2013;1;14
Hoge Colleges van Staat;Onderzoeksondersteuner;0;2013;1;6
Hoge Colleges van Staat;Operationeel Manager;0;2013;1;10
Hoge Colleges van Staat;Operationeel Manager;0;2013;1;11
Hoge Colleges van Staat;Operationeel Manager;0;2013;1;12
Hoge Colleges van Staat;Project-/Programmamanager;0;2013;1;14
Hoge Colleges van Staat;Projectleider;0;2013;1;13
Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoerin;0;2013;1;11
Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoerin;0;2013;1;12
Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoerin;0;2013;1;13
Hoge Colleges van Staat;Senior Inspecteur;0;2013;1;11
Hoge Colleges van Staat;Topmanager;0;2013;1;15
Hoge Colleges van Staat;Topmanager;0;2013;1;16
Hoge Colleges van Staat;Topmanager;0;2013;1;17
Hoge Colleges van Staat;Wetenschappelijk Medewerker;0;2013;1;11
Hoge Colleges van Staat;Wetenschappelijk Medewerker;0;2013;1;12
Infrastructuur en Milieu;(Senior) Adviseur;956.629;2013;1;11
Infrastructuur en Milieu;(Senior) Adviseur;873.326;2013;1;12
Infrastructuur en Milieu;(Senior) Adviseur;452.228;2013;1;13
Infrastructuur en Milieu;(Senior) Beleidsmedewerker;135.002;2013;1;11
Infrastructuur en Milieu;(Senior) Beleidsmedewerker;280.016;2013;1;12
Infrastructuur en Milieu;(Senior) Beleidsmedewerker;142.408;2013;1;13
